_external_conf	_conf	_api_call_interval	_api_endpoint	_co2_signal_api_token	_emissions_endpoint	_experiment_name	_gpu_ids	_log_level	_measure_power_secs	_output_dir	_output_file	_project_name	_save_to_api	_save_to_file	_save_to_logger	_logging_logger	_save_to_prometheus	_prometheus_url	_tracking_mode	_on_csv_write	_logger_preamble	_default_cpu_power	_pue	_experiment_id	_start_time	_last_measured_time	_total_energy	_total_cpu_energy	_total_gpu_energy	_total_ram_energy	_cpu_power	_gpu_power	_ram_power	_cc_api__out	_cc_prometheus_out	_measure_occurrence	_cloud	_previous_emissions	_geo	_task_start_measurement_values	_task_stop_measurement_values	_tasks	_active_task	_hardware	_scheduler	_data_source	_emissions	persistence_objs	run_id	final_emissions_data	final_emissions
{}	{'codecarbon_version': '2.3.4', 'api_call_interval': 8, 'api_endpoint': 'https://api.codecarbon.io', 'co2_signal_api_token': None, 'emissions_endpoint': None, 'experiment_name': 'base', 'gpu_ids': None, 'log_level': 'info', 'measure_power_secs': 15.0, 'output_dir': '.', 'output_file': 'epo200_emissions.tsv', 'project_name': 'CFKG_movielens_split_2', 'save_to_api': False, 'save_to_file': True, 'save_to_logger': False, 'logging_logger': None, 'save_to_prometheus': False, 'prometheus_url': 'localhost:9091', 'tracking_mode': 'machine', 'on_csv_write': 'append', 'logger_preamble': '', 'default_cpu_power': None, 'pue': 1.0, 'experiment_id': '5b0fa12a-3dd7-45bb-9766-cc326314d9f1', 'os': 'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10', 'python_version': '3.8.5', 'cpu_count': 4, 'ram_total_size': 27.40576934814453, 'gpu_model': '1 x Tesla T4', 'gpu_count': 1, 'cpu_model': 'AMD EPYC 7V12 64-Core Processor', 'hardware': ['RAM()', 'GPU() (Tesla T4)', 'CPU(AMD EPYC 7V12 64-Core Processor > 85W [generic])'], 'longitude': 4.8883, 'latitude': 52.3716, 'region': None, 'provider': None}	8	https://api.codecarbon.io			base		info	15.0	.	epo200_emissions.tsv	CFKG_movielens_split_2	False	True	False		False	localhost:9091	machine	append			1.0	5b0fa12a-3dd7-45bb-9766-cc326314d9f1	1707125803.4468634	1707126152.435546	Energy(kWh=0.007700502850433665)	Energy(kWh=0.004119978489643998)	Energy(kWh=0.0025854965128404572)	Energy(kWh=0.000995027847949209)	Power(kW=0.0425)	Power(kW=0.025420330035912844)	Power(kW=0.0102771635055542)			25	CloudMetadata(provider=None, region=None)		GeoMetadata(country_iso_code=NLD, country_name=The Netherlands, region=north holland)	{}	{}	{}		[RAM(), GPU() (Tesla T4), CPU(AMD EPYC 7V12 64-Core Processor > 85W [generic])]		<codecarbon.input.DataSource object at 0x7fe6f45fc610>	<codecarbon.core.emissions.Emissions object at 0x7fe700a52af0>	[<codecarbon.output.FileOutput object at 0x7fe7c7a69df0>]	98f9952d-53a4-4466-a07d-a7c47b5b59ad	EmissionsData(timestamp='2024-02-05T09:42:32', project_name='CFKG_movielens_split_2', run_id='98f9952d-53a4-4466-a07d-a7c47b5b59ad', duration=348.9886882305145, emissions=0.0029932008589692665, emissions_rate=8.57678474951656e-06, cpu_power=42.5, gpu_power=25.420330035912844, ram_power=10.2771635055542, cpu_energy=0.004119978489643998, gpu_energy=0.0025854965128404572, ram_energy=0.000995027847949209, energy_consumed=0.007700502850433665, country_name='The Netherlands', country_iso_code='NLD', region='north holland', cloud_provider='', cloud_region='', os='Linux-5.15.0-1040-azure-x86_64-with-glibc2.10', python_version='3.8.5', codecarbon_version='2.3.4', cpu_count=4, cpu_model='AMD EPYC 7V12 64-Core Processor', gpu_count=1, gpu_model='1 x Tesla T4', longitude=4.8883, latitude=52.3716, ram_total_size=27.40576934814453, tracking_mode='machine', on_cloud='N', pue=1.0)	0.0029932008589692665
