recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0477	0.158	0.0696	0.3621	0.0307	0.0572	0.9435	0.4526	97.897	0.8511	0.0004	0.0056
