recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0632	0.2828	0.1318	0.6604	0.0554	0.1217	0.8152	0.3025	322.6581	0.9041	0.0063	0.0
