timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-23T10:54:29,AMAZON_BOOKS_60CORE_KG_KGCN_DEFAULT_PARAM_1703323887,87ce6994-dde7-4f13-9bfd-1e7ae9b6d9a6,1374.725802898407,0.0009372854221024712,6.817980866630588e-07,0.5461,0.0417,0.4982585906982422,0.0026318043462478648,1.5617392742170223e-05,0.00010287733347741166,0.0027502990724674473,Italy,ITA,apulia,,,macOS-13.6.2-arm64-arm-64bit,3.11.4,2.3.1,12,Apple M2 Max,1,Apple M2 Max,16.8347,40.897,64.0,process,N,1.0
2023-12-28T17:13:59,AMAZON_BOOKS_60CORE_KG_KGCN_DEFAULT_PARAM_1703771233,ba48ea4c-56a7-4edb-8e92-545d322103de,8800.7020008564,0.035598625200414215,4.044975639096756e-06,42.5,0.0,0.2174835205078125,0.10389542211476299,0,0.0005624767931233385,0.10445789890788633,Italy,ITA,basilicate,,,macOS-12.7.1-x86_64-i386-64bit,3.11.4,2.3.2,4,Intel(R) Core(TM) i5-6360U CPU @ 2.00GHz,,,15.8079,40.6421,16.0,process,N,1.0
2024-02-08T18:29:46,KGCN_amazon_books_60core_split_10,63b3aa3a-2aef-41e6-af37-f972050be9ed,3407.09965801239,0.0314477878861395,9.230075736758839e-06,42.5,31.13261982452575,10.2771635055542,0.04022225973672336,0.030965420050094394,0.00971694094098781,0.08090462072780562,The Netherlands,NLD,north holland,,,Linux-5.15.0-1040-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8883,52.3716,27.40576934814453,machine,N,1.0
