recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0356	0.1665	0.0781	0.493	0.0291	0.078	0.8213	0.8777	309.064	0.6163	0.0027	0.0018
