recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0414	0.2014	0.089	0.5401	0.034	0.0846	0.8181	0.7014	184.7471	0.7833	0.0031	0.0006
