recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0186	0.0715	0.0284	0.1985	0.0105	0.025	0.9116	0.5134	55.3183	0.8209	0.0003	0.0009
