recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.6821	0.8368	0.727	0.9947	0.609	0.4143	0.9962	0.4411	4755.5999	0.9526	0.0029	0.0058
