recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.701	0.8511	0.7488	0.9969	0.6305	0.4384	0.997	0.3764	5082.9486	0.9611	0.0033	0.0002
