recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.603	0.7904	0.6334	0.9906	0.5093	0.3174	0.9904	0.3864	2074.6559	0.9643	0.0038	0.0002
