recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0302	0.108	0.0454	0.276	0.0183	0.0391	0.9347	0.5441	78.9207	0.7909	0.0003	0.0006
