recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0343	0.1122	0.0485	0.2839	0.0202	0.0405	0.9342	0.5249	74.8762	0.802	0.0003	0.0011
