recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.0179	0.0674	0.0264	0.1836	0.0099	0.0226	0.8697	0.5698	25.2932	0.7464	0.0003	0.0105
