recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10
0.1299	0.5115	0.3045	0.8567	0.1812	0.2764	0.908	0.7808	860.2878	0.741	0.0028	0.0001
